ID,PRODUCTO,UNIDAD,CANTIDAD,PRECIO UNITARIO,PRESENTACION,CATEGORIA,WEB
1344,"Harina de amaranto, avena y almendra",bolsa,1,48,200 grs,HARINAS,
1345,"Harina de amaranto, avena y ajonjoli negro",bolsa,1,48,200 grs,HARINAS,
1346,"Harina de amaranto, avena y chocolate artesanal (champurrado)",bolsa,1,48,200 grs,HARINAS,
1347,Cerveza artesanal capucha : Session IPA,pz,1,50,,,
1348,Cerveza artesanal capucha : Brow,pz,1,50,,,
1349,Cerveza artesanal capucha : Blonde,pz,1,50,,,
1350,Cigarros artesanales paquete de 5 pzs (unstock),paq,1,45,5 pz,,
1351,Pechuga de pavo natural(jamon),pz,1,90,250 grs,,
1352,Pechuga de pavo horneada(jamon),pz,1,95,250 grs,,
1353,Pavo estilo italiano(jamon),pz,1,85,250 grs,,
1354,Pierna de cerdo ahumada(jamon),pz,1,85,250 grs,,
1355,Jamon serrano 100gr,pz,1,80,100 grs,,
1356,Lomo con almendras(jamon),pz,1,85,250 grs,,
1357,Roast beef (jamon),pz,1,105,250 grs,,
1358,Jamon de conejo,pz,1,90,,,
1359,Salami madurado,pz,1,95,,,
1360,Salami natural,pz,1,90,,,
1361,Salami pamplona,pz,1,90,,,
1362,Tocino con grasa ,pz,1,80,250 grs,,
1363,Tocino sin grasa,pz,1,80,250 grs,,
1364,Queso manchego con jamon serrano,pz,1,90,250 grs,,
1365,Queso manchego con arandanos ,pz,1,90,250 grs,,
1366,Queso manchego con chile de arbol,pz,1,90,250 grs,,
1367,Queso manchego con chipotle,pz,1,90,250 grs,,
1368,Queso gouda,pz,1,90,250 grs,,
1369,Provolone a las finas hierbas,pz,1,85,250 grs,,
1370,Chorizo español,pz,1,80,500 grs,,
1371,Chorizo argentino,pz,1,80,500 grs,,
1372,Chistorra,pz,1,85,250 grs,,
1373,"Pasta rellena: Sorrentinos (orden x8) Espinacas, queso chiapas y nueces",paq,1,80,,,
1374,"Pasta rellena: Sorrentinos (orden x8) Quelites, requeson y almendras",paq,1,80,,,
1375,Pasta rellena: Sorrentinos (orden x8) Carne a la bolonesa,paq,1,80,,,
1376,Pasta rellena: Ravioles(orden x9) Setas al ajillo,paq,1,80,,,
1377,Pasta rellena: Ravioles(orden x9) Queso azul y sofrito de tomate,paq,1,80,,,
1378,Pasta fresca: fettuccini,grs,125,40,125 grs,,
1379,Pasta rellena + salsa de tomate + queso rallado Combo,paq,1,125,,,
1380,Pasta rellena + pesto + queso rallado Combo,paq,1,145,,,
1381,Fettucini + salsa de tomate + queso rallado Combo,paq,1,85,,,
1382,Fettucini + pesto + queso rallado Combo,paq,1,97,,,
1383,empanadas (orden x6) Carne estilo argentino,paq,1,150,,,
1384,"empanadas (orden x6) elote tierno, bechamel y queso",paq,1,150,,,
1385,empanadas (orden x6) salteado de espinacas con queso,paq,1,150,,,
1386,Pizza (orden x2) Salsa de tomate y mozzarella,paq,1,125,,,
1387,Jabon organico ,pz,1,40,100 grs,,
1388,Jabon con avena coloidal para bebe,pz,1,40,,,
1389,"Jabon hidratante leche de coco, avena y miel",pz,1,40,,,
1390,Jabon cicatrizante de tepezcohuite,pz,1,60,,,
1391,Jabon exfoliante carbon activado,pz,1,60,,,
1392,Jabon de romero,pz,1,80,,,
1393,Jabon de calendula,pz,1,90,,,
1394,Tonico facial rosas y colageno piel normal-sensible,ml,120,120,120 ml,,
1395,Tonico facial romero y arbol de te piel mixta-grasa,ml,120,100,120 ml,,
1396,Desmaquillante Agua micelar con hidrosol de rosas,ml,60,50,60 ml,,
1397,Crema facil ligera piel mixta-grasa,grs,30,80,30 grs,,
1398,Crema facil antiedad colageno y aceido hialuronico,grs,30,100,30 grs,,
1399,Serum Aclarante con vitamina C,ml,30,350,30 ml,,
1400,Serum Botox antiedad de Acido Hialuronico,ml,30,350,30 ml,,
1401,Mascarilla en gel de Aloe Vera,grs,30,70,30 grs,,
1402,LABIOS Balsamo labial hidratante con miel,grs,5,45,5 grs,,
1403,Cepillo coporal anticelulitis grande,pz,1,170,,,
1404,Cepillo coporal anticelulitis chico,pz,1,100,,,
1405,Sales de baño aromaticas de rosas,grs,100,100,100 grs,,
1406,Gel antibacterial con dosificador ,ml,500,75,500 ml,,
1407,Gel antibacterial 1L,litro,1,100,,,
1408,Gel antibacterial 0.5L,ml,500,55,0.5 litro,,
1410,Shampoo solido Rapuncell,pz,1,135,100 grs,COSMETICA NATURAL SOLIDA,
1412,Shampoo solido Be Strong,pz,1,135,100 grs,COSMETICA NATURAL SOLIDA,
1414,Shampoo solido Fancy,pz,1,135,100 grs,COSMETICA NATURAL SOLIDA,
1416,Shampoo solido Really Brunnet,pz,1,135,100 grs,COSMETICA NATURAL SOLIDA,
1418,Shampoo solido Bloondie,pz,1,135,100 grs,COSMETICA NATURAL SOLIDA,
1420,Shampoo solido Antigrassy,pz,1,135,100 grs,COSMETICA NATURAL SOLIDA,
1422,Shampoo solido No more caspa,pz,1,135,100 grs,COSMETICA NATURAL SOLIDA,
1424,Shampoo solido Antipiojos,pz,1,135,100 grs,COSMETICA NATURAL SOLIDA,
1426,Shampoo solido infantil,pz,1,95,50 grs,COSMETICA NATURAL SOLIDA,
1428,Acondicionador solido Rapuncell,pz,1,100,,COSMETICA NATURAL SOLIDA,
1430,Acondicionador solido Fancy,pz,1,100,,COSMETICA NATURAL SOLIDA,
1432,Acondicionador solido Restaurador,pz,1,100,,COSMETICA NATURAL SOLIDA,
1434,Acondicionador solido Be Strong,pz,1,100,,COSMETICA NATURAL SOLIDA,
1436,Acondicionador solido No more caspa,pz,1,100,,COSMETICA NATURAL SOLIDA,
1438,Crema solida normal,pz,1,120,,COSMETICA NATURAL SOLIDA,
1440,Crema solida vegana ,pz,1,120,,COSMETICA NATURAL SOLIDA,
1442,Mousse exfoliante rosas,pz,1,120,,COSMETICA NATURAL SOLIDA,
1444,Mousse exfoliante herbal,pz,1,120,,COSMETICA NATURAL SOLIDA,
1446,Mousse exfoliante frutos rojos,pz,1,120,,COSMETICA NATURAL SOLIDA,
1448,Mousse exfoliante Lavanda,pz,1,120,,COSMETICA NATURAL SOLIDA,
1450,Balsamo labial,pz,1,80,,COSMETICA NATURAL SOLIDA,
1452,Latas de viaje portaproductos,pz,1,45,,COSMETICA NATURAL SOLIDA,
3409,Sal de hormiga chicatana,bote,1,10,25 grs,UNSTOCK,
3410,Aceite Virgen  de coco,kg,1,190,,UNSTOCK,
3411,Ciruela,kg,1,40,,UNSTOCK,
3412,Chabacano  rojo o amarillo,kg,1,38,,UNSTOCK,
3413,Pitaya,kg,1,50,,UNSTOCK,
3414,Jiotilla,kg,1,80,250 grs,UNSTOCK,
3415,Maracuya (largo),kg,1,35,,UNSTOCK,
3416,Zarzamora,kg,1,200,250 grs,UNSTOCK,
3417,Mamey,kg,1,45,,UNSTOCK,
3419,Platano peron,kg,1,30,,UNSTOCK,
3420,Jamaica criolla,kg,1,350,100 grs,UNSTOCK,
3421,Tamarindo (pulpa),kg,1,50,500 grs,UNSTOCK,
3422,Naranja,kg,1,17,,UNSTOCK,
3423,Lichi,kg,1,50,,UNSTOCK,
3424,Elotes rojos 4 piezas,paq,1,25,,UNSTOCK,
3425,Col morada,pz,1,50,,UNSTOCK,
3426,Diente de leon,rollo,1,30,,UNSTOCK,
3427,Berros rollo,rollo,1,25,,UNSTOCK,
3428,Mostaza rollo,rollo,1,25,,UNSTOCK,
3429,Verdolaga rollo,rollo,1,25,,UNSTOCK,
3430,Lechuga roja (unstock),pz,1,25,,UNSTOCK,
3431,Arugula,kg,1,250,100 grs,UNSTOCK,
3432,Albahaca,grs,1,30,,UNSTOCK,
3433,Tisana de ponche (rinde 1.5 L) (unstock),pz,1,40,60 grs,UNSTOCK,
3434,Kefir de leche 1L,litro,1,70,,UNSTOCK,
3435,Kefir de agua (bulgaros de agua),litro,1,70,500 ml,UNSTOCK,
3436,Yogurt de coco zahini,pz,1,149,450 ml,UNSTOCK,
3437,Kombucha Nanche,pz,1,65,500 ml,UNSTOCK,
3438,Kombucha Maracuya,pz,1,65,500 ml,UNSTOCK,
3439,Kombucha Ciruela pasa,pz,1,65,500 ml,UNSTOCK,
3440,Kombucha Arandanos y poleo,pz,1,65,500 ml,UNSTOCK,
3441,Hogaza de ajo y cebolla ,pz,1,55,520 grs,UNSTOCK,
3442,Alegrias de semillas,pz,1,18,,UNSTOCK,
3443,Queso botanero con chapulin y chipotle,pz,1,70,500 grs,UNSTOCK,
3444,Queso botanero con epazote (unstock),kg,1,0,,UNSTOCK,
3445,Carne de borrego,paq,1,160,,UNSTOCK,
3446,Bove ligth litro,litro,1,38,,UNSTOCK,
3447,"Mermelada YUBAN 210grs (Piña,Jengibre y cardamomo )",pz,1,75,210 grs,UNSTOCK,
3448,Mermelada YUBAN 210grs (Fresa - chia),pz,1,75,210 grs,UNSTOCK,
3449,Mermelada Tipico cultivando amor : durazno,pz,1,75,300 grs,UNSTOCK,
3450,Mermelada LA PERDICION : Fresa,pz,1,80,300 grs,UNSTOCK,
3451,Mermelada Limon o Ajo,pz,1,50,500 grs,UNSTOCK,
3452,Muesli : piña ,kg,1,330,500 grs,UNSTOCK,
3453,Muesli : fresa,kg,1,330,500 grs,UNSTOCK,
3454,Muesli : mango,kg,1,330,500 grs,UNSTOCK,
3455,Nuez garapiñada,pz,1,55,100 grs,UNSTOCK,
3456,Semillas de calabaza tostadas al comal (unstock),pz,1,25,,UNSTOCK,
3457,Semilla de chia criolla,pz,1,70,,UNSTOCK,
3458,Salsa Ajvar de pimiento y berenjena 190gr,pz,1,65,190 grs,UNSTOCK,
3459,Salsa Ajvar de pimiento y berenjena 285gr,pz,1,110,285 grs,UNSTOCK,
3460,Berenjena ahumada untable,pz,1,145,190 grs,UNSTOCK,
3461,Sal de 3 chiles endemicos,pz,1,35,,UNSTOCK,
3462,Escabeche Djindjirindji,pz,1,45,190 grs,UNSTOCK,
3463,Sal de gusanito de maguey (unstock),pz,1,35,25 grs,UNSTOCK,
3464,Mayonesa de limon / ajo o tocino,pz,1,45,500 grs,UNSTOCK,
3465,Chiles en escabeche 500grs,kg,1,150,500 grs,UNSTOCK,
3466,Chiles en escabeche 1kg,kg,1,140,,UNSTOCK,
3467,Salsa botanera Tilanchii ,ml,150,45,150 ml,UNSTOCK,
3468,Aceite de corozo con olor y sabor,litro,1,240,,UNSTOCK,
3469,Cerveza artesanal capucha : poleo/Pericon,pz,1,50,,UNSTOCK,
3470,Cerveza artesanal capucha : Jengibre Panel,pz,1,50,,UNSTOCK,
3471,Cerveza artesanal traspatio : Porter inglesa ,pz,1,50,,UNSTOCK,
3472,Cerveza artesanal la Juquileña Negra del alma (Stout),pz,1,50,,UNSTOCK,
3473,Barra de chocolate artesanal 60% cacao sabor Pinole,barra,1,75,50 grs,UNSTOCK,
3474,Barra de chocolate artesanal 60% cacao sabor Nueve lunas,barra,1,75,50 grs,UNSTOCK,
3475,Barra de chocolate artesanal 60% cacao sabor Almendras,barra,1,75,50 grs,UNSTOCK,
3476,Barra de chocolate artesanal 60% cacao sabor Mezcal,barra,1,75,50 grs,UNSTOCK,
3477,Barra de chocolate artesanal 60% cacao sabor Cardamomo,barra,1,75,50 grs,UNSTOCK,
3478,Barra de chocolate artesanal 80% cacao sabor Sal de mar,barra,1,85,50 grs,UNSTOCK,
3479,Barra de cacao jaguar,barra,1,90,50 grs,UNSTOCK,
3480,Cacao garapiñado ,pz,1,95,150 grs,UNSTOCK,
3481,Mix de cacao (cacao fermentado y cacao jaguar),pz,1,110,200 grs,UNSTOCK,
3482,Chocolate untable la perdicion ,bote,1,65,130 grs,UNSTOCK,
3483,"Yogurt vegano de coco zahini natural, mango o zarzamora",pz,1,149,450 ml,UNSTOCK,
3484,Lasagna de curcuma 8 laminas ,paq,1,40,,UNSTOCK,
3485,Miel melipona en frasco,ml,70,140,70 ml,UNSTOCK,
3486,Miel de agave 120ml,pz,1,90,120 ml,UNSTOCK,
3487,Miel de agave 300ml,pz,1,155,300 ml,UNSTOCK,
3488,Miel de agave 500ml,pz,1,230,500 ml,UNSTOCK,
3489,Preparado de miel ,ml,250,110,250 ml,UNSTOCK,
3490,Paquete 1kg Fresa + 200grs mora azul,paq,1,150,,UNSTOCK,
3491,Envio,servicio,1,35,,UNSTOCK,
3492,Paquete de chilaquiles con hoja de aguacate,paq,1,85,,UNSTOCK,
3493,Paquete de chilaquiles con hierba de conejo,paq,1,85,,UNSTOCK,
3495,Pasta de frijol con hoja de aguacate,kg,1,80,500 grs,UNSTOCK,
3496,Pasta de frijol con hierba de conejo,kg,1,80,500 grs,UNSTOCK,
1006,Rambutan,kg,1,60,,UNSTOCK,
1013,Mango ataulfo ,kg,1,40,,UNSTOCK,
1034,Tomate Riñon,kg,1,45,,UNSTOCK,
1039,Papa morada con tierra mediana,kg,1,35,,UNSTOCK,
1059,Pimiento morron ,kg,1,55,,UNSTOCK,
